indicator_code,country_iso3,who_region,year,dim1_type,dim1,value_numeric,value_low,value_high,value_display,last_updated
cpmt,MOZ,AFR,2003,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,20.39134,17.22145,23.9757,20.4 [17.2-24.0],2022-05-26T12:20:26+02:00
cpmt,SEN,AFR,2015,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,26.87203,22.44995,31.80789,26.9 [22.4-31.8],2022-05-26T12:30:18+02:00
cpmt,ETH,AFR,2016,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,51.98539,47.88584,56.05839,52.0 [47.9-56.1],2022-05-26T11:34:47+02:00
cpmt,BFA,AFR,2006,DHSMICSGEOREGION,DHSMICSGEOREGION_BFAMICS200608,4.77549,2.68262,8.36084,4.8 [2.7-8.4],2022-05-26T14:14:28+02:00
cpmt,ZAF,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,53.83006,46.03069,61.44635,53.8 [46.0-61.4],2022-05-26T12:32:07+02:00
cpmt,TGO,AFR,1998,DHSMICSGEOREGION,DHSMICSGEOREGION_TGODHS199803,22.48426,19.65667,25.58905,22.5 [19.7-25.6],2022-05-26T14:48:52+02:00
cpmt,COD,AFR,2007,DHSMICSGEOREGION,DHSMICSGEOREGION_CODDHS200701,41.88959,38.1627,45.71139,41.9 [38.2-45.7],2022-05-26T14:19:23+02:00
cpmt,MRT,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,9.87484,7.75235,12.49969,9.9 [7.8-12.5],2022-05-26T12:19:21+02:00
cpmt,MWI,AFR,2000,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,25.35904,22.44299,28.51467,25.4 [22.4-28.5],2022-05-26T12:17:35+02:00
cpmt,TZA,AFR,2015,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS201512,53.55384,42.90403,63.88913,53.6 [42.9-63.9],2022-05-26T14:51:51+02:00
cpmt,TCD,AFR,2014,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDDHS201410,13.65169,9.15644,19.87111,13.7 [9.2-19.9],2022-05-26T14:17:32+02:00
cpmt,ZAF,AFR,1998,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,46.02902,42.07909,50.02946,46.0 [42.1-50.0],2022-05-26T13:04:09+02:00
cpmt,TZA,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS199602,20.24922,15.94459,25.36529,20.2 [15.9-25.4],2022-05-26T14:50:53+02:00
cpmt,MWI,AFR,2013,DHSMICSGEOREGION,DHSMICSGEOREGION_MWIMICS201304,58.36338,54.70095,61.93576,58.4 [54.7-61.9],2022-05-26T14:32:54+02:00
cpmt,ZWE,AFR,1999,DHSMICSGEOREGION,DHSMICSGEOREGION_ZWEDHS199904,57.47867,52.22001,62.57337,57.5 [52.2-62.6],2022-05-26T14:53:40+02:00
cpmt,ETH,AFR,2019,DHSMICSGEOREGION,DHSMICSGEOREGION_ETHDHS201907,45.04997,37.8011,52.51524,45.0 [37.8-52.5],2022-05-26T14:22:36+02:00
cpmt,CIV,AFR,1994,AGEGROUP,AGEGROUP_YEARS15-19,8.67312,6.57667,11.35662,8.7 [6.6-11.4],2022-05-26T11:00:57+02:00
cpmt,MLI,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,3.90622,2.70348,5.61317,3.9 [2.7-5.6],2022-05-26T12:18:44+02:00
cpmt,BDI,AFR,2005,AGEGROUP,AGEGROUP_YEARS20-49,9.35375,8.29207,10.53575,9.4 [8.3-10.5],2022-05-26T11:00:07+02:00
cpmt,CAF,AFR,2010,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,7.75668,6.35914,9.43043,7.8 [6.4-9.4],2022-05-26T12:48:26+02:00
cpmt,TCD,AFR,1996,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,1.89056,1.23678,2.87986,1.9 [1.2-2.9],2022-05-26T12:48:32+02:00
cpmt,RWA,AFR,2014,DHSMICSGEOREGION,DHSMICSGEOREGION_RWADHS201401,54.48868,50.58061,58.34223,54.5 [50.6-58.3],2022-05-26T14:45:18+02:00
cpmt,SEN,AFR,2012,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201206,16.90988,12.26558,22.85462,16.9 [12.3-22.9],2022-05-26T14:45:52+02:00
cpmt,BEN,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE01,7.41457,5.76151,9.49412,7.4 [5.8-9.5],2022-05-26T11:59:28+02:00
cpmt,MWI,AFR,2004,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,36.71976,34.2459,39.26561,36.7 [34.2-39.3],2022-05-26T12:56:52+02:00
cpmt,ETH,AFR,2000,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,41.76841,37.75799,45.89074,41.8 [37.8-45.9],2022-05-26T12:08:07+02:00
cpmt,TZA,AFR,2015,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS201529,13.01754,7.46757,21.72393,13.0 [7.5-21.7],2022-05-26T14:51:51+02:00
cpmt,RWA,AFR,2019,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,61.25131,58.39337,64.03385,61.3 [58.4-64.0],2022-05-26T11:23:35+02:00
cpmt,BFA,AFR,2006,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,27.6983,18.65335,39.02505,27.7 [18.7-39.0],2022-05-26T11:15:07+02:00
cpmt,ETH,AFR,2016,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,40.91894,36.76501,45.20668,40.9 [36.8-45.2],2022-05-26T12:51:40+02:00
cpmt,BEN,AFR,2014,DHSMICSGEOREGION,DHSMICSGEOREGION_BENMICS201402,15.44347,10.95424,21.33173,15.4 [11.0-21.3],2022-05-26T14:13:21+02:00
cpmt,NGA,AFR,2011,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,28.69087,26.76407,30.69824,28.7 [26.8-30.7],2022-05-26T11:22:09+02:00
cpmt,NGA,AFR,2003,DHSMICSGEOREGION,DHSMICSGEOREGION_NGADHS200304,22.46668,17.48377,28.38128,22.5 [17.5-28.4],2022-05-26T14:37:05+02:00
cpmt,UGA,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,40.4082,35.19294,45.84952,40.4 [35.2-45.8],2022-05-26T12:35:53+02:00
cpmt,GHA,AFR,2008,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,30.15745,24.709,36.22921,30.2 [24.7-36.2],2022-05-26T12:09:55+02:00
cpmt,NER,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,8.7264,6.41463,11.76655,8.7 [6.4-11.8],2022-05-26T12:22:32+02:00
cpmt,GHA,AFR,2011,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,38.92099,34.8322,43.17178,38.9 [34.8-43.2],2022-05-26T12:52:30+02:00
cpmt,COM,AFR,1996,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,23.17881,17.69073,29.75397,23.2 [17.7-29.8],2022-05-26T12:03:44+02:00
cpmt,CMR,AFR,2006,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,35.10712,29.42114,41.24974,35.1 [29.4-41.2],2022-05-26T12:02:08+02:00
cpmt,GIN,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,5.07913,3.41461,7.49213,5.1 [3.4-7.5],2022-05-26T12:10:57+02:00
cpmt,LSO,AFR,2018,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,62.02932,57.60534,66.26202,62.0 [57.6-66.3],2022-05-26T12:56:23+02:00
cpmt,MOZ,AFR,2015,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,19.46801,15.74054,23.82855,19.5 [15.7-23.8],2022-05-26T12:58:35+02:00
cpmt,SLE,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,4.95653,3.61076,6.76866,5.0 [3.6-6.8],2022-05-26T12:31:30+02:00
cpmt,GMB,AFR,2018,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,16.10042,13.78645,18.71845,16.1 [13.8-18.7],2022-05-26T11:17:51+02:00
cpmt,NGA,AFR,2011,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,30.99514,28.02548,34.13026,31.0 [28.0-34.1],2022-05-26T12:59:54+02:00
cpmt,BFA,AFR,1998,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,11.55925,8.14317,16.15632,11.6 [8.1-16.2],2022-05-26T12:00:35+02:00
cpmt,SEN,AFR,2005,AGEGROUP,AGEGROUP_YEARS20-49,12.59551,11.17059,14.1732,12.6 [11.2-14.2],2022-05-26T11:06:05+02:00
cpmt,GHA,AFR,2003,AGEGROUP,AGEGROUP_YEARS20-49,25.84842,24.0226,27.7623,25.8 [24.0-27.8],2022-05-26T11:01:58+02:00
cpmt,MLI,AFR,2015,DHSMICSGEOREGION,DHSMICSGEOREGION_MLIMICS201501,14.72545,12.2939,17.54174,14.7 [12.3-17.5],2022-05-26T14:33:44+02:00
cpmt,TZA,AFR,2015,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,26.62537,23.47144,30.03677,26.6 [23.5-30.0],2022-05-26T11:25:50+02:00
cpmt,ZMB,AFR,1996,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,24.02375,20.31818,28.16625,24.0 [20.3-28.2],2022-05-26T12:38:13+02:00
cpmt,CAF,AFR,1994,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,20.60348,16.37572,25.58875,20.6 [16.4-25.6],2022-05-26T12:02:31+02:00
cpmt,ZAF,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,53.99433,46.01143,61.77742,54.0 [46.0-61.8],2022-05-26T12:32:07+02:00
cpmt,MLI,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,11.6729,9.19067,14.71689,11.7 [9.2-14.7],2022-05-26T12:18:56+02:00
cpmt,GAB,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,30.72824,25.27285,36.7816,30.7 [25.3-36.8],2022-05-26T12:08:43+02:00
cpmt,NGA,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_NGADHS200801,13.02779,11.19557,15.10885,13.0 [11.2-15.1],2022-05-26T14:37:29+02:00
cpmt,SLE,AFR,2005,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,1.00543,0.57071,1.76541,1.0 [0.6-1.8],2022-05-26T13:03:46+02:00
cpmt,ZWE,AFR,1994,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,37.65321,30.48977,45.4004,37.7 [30.5-45.4],2022-05-26T12:38:45+02:00
cpmt,ZAF,AFR,1998,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,45.10456,42.59757,47.63664,45.1 [42.6-47.6],2022-05-26T11:39:35+02:00
cpmt,SEN,AFR,2012,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201211,4.64898,2.57427,8.25413,4.6 [2.6-8.3],2022-05-26T14:45:52+02:00
cpmt,CMR,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,26.87134,23.33517,30.7286,26.9 [23.3-30.7],2022-05-26T12:02:02+02:00
cpmt,GHA,AFR,2017,DHSMICSGEOREGION,DHSMICSGEOREGION_GHAMICS201705,34.03051,28.79671,39.68539,34.0 [28.8-39.7],2022-05-26T14:24:06+02:00
cpmt,TZA,AFR,2015,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS201527,41.0817,31.83549,51.00398,41.1 [31.8-51.0],2022-05-26T14:51:51+02:00
cpmt,MRT,AFR,2007,DHSMICSGEOREGION,DHSMICSGEOREGION_MRTMICS200704,3.69855,2.44508,5.55799,3.7 [2.4-5.6],2022-05-26T14:33:55+02:00
cpmt,LSO,AFR,2014,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,38.09206,23.49349,55.21516,38.1 [23.5-55.2],2022-05-26T11:20:13+02:00
cpmt,RWA,AFR,2000,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,26.90679,23.26197,30.89278,26.9 [23.3-30.9],2022-05-26T11:38:58+02:00
cpmt,SWZ,AFR,2006,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,42.9024,38.01885,47.92818,42.9 [38.0-47.9],2022-05-26T12:51:21+02:00
cpmt,TZA,AFR,1999,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,37.56429,32.59178,42.81361,37.6 [32.6-42.8],2022-05-26T13:06:41+02:00
cpmt,ZMB,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_ZMBDHS199601,17.4186,13.56738,22.08369,17.4 [13.6-22.1],2022-05-26T14:53:06+02:00
cpmt,BFA,AFR,2003,DHSMICSGEOREGION,DHSMICSGEOREGION_BFADHS200309,14.42689,10.10605,20.18039,14.4 [10.1-20.2],2022-05-26T14:14:20+02:00
cpmt,DZA,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,55.75035,52.6764,58.78087,55.8 [52.7-58.8],2022-05-26T11:56:15+02:00
cpmt,GMB,AFR,2018,DHSMICSGEOREGION,DHSMICSGEOREGION_GMBMICS201803,17.78872,15.40309,20.45449,17.8 [15.4-20.5],2022-05-26T14:23:05+02:00
cpmt,UGA,AFR,1995,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,8.28041,6.98822,9.78639,8.3 [7.0-9.8],2022-05-26T11:25:25+02:00
cpmt,SEN,AFR,2014,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,14.41848,12.42596,16.6697,14.4 [12.4-16.7],2022-05-26T11:39:15+02:00
cpmt,ZMB,AFR,1996,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,20.87967,19.08683,22.79347,20.9 [19.1-22.8],2022-05-26T11:40:50+02:00
cpmt,TCD,AFR,2019,DHSMICSGEOREGION,DHSMICSGEOREGION_TCDMICS201901,6.1658,2.47568,14.5364,6.2 [2.5-14.5],2022-05-26T14:17:44+02:00
cpmt,BFA,AFR,1998,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,35.09798,30.8591,39.58575,35.1 [30.9-39.6],2022-05-26T12:00:34+02:00
cpmt,STP,AFR,2008,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,35.30014,26.68913,44.98464,35.3 [26.7-45.0],2022-05-26T12:29:24+02:00
cpmt,UGA,AFR,2016,DHSMICSGEOREGION,DHSMICSGEOREGION_UGADHS201611,21.83384,17.55038,26.82264,21.8 [17.6-26.8],2022-05-26T14:50:18+02:00
cpmt,NGA,AFR,2007,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,33.59027,30.03637,37.34024,33.6 [30.0-37.3],2022-05-26T12:22:59+02:00
cpmt,UGA,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,46.65804,43.06248,50.28867,46.7 [43.1-50.3],2022-05-26T12:36:05+02:00
cpmt,MDG,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_MDGDHS200806,41.4057,34.74041,48.40135,41.4 [34.7-48.4],2022-05-26T14:32:21+02:00
cpmt,MRT,AFR,2007,DHSMICSGEOREGION,DHSMICSGEOREGION_MRTMICS200706,10.15761,7.29989,13.96552,10.2 [7.3-14.0],2022-05-26T14:33:55+02:00
cpmt,UGA,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,29.49389,25.32104,34.04094,29.5 [25.3-34.0],2022-05-26T12:35:59+02:00
cpmt,ETH,AFR,2016,DHSMICSGEOREGION,DHSMICSGEOREGION_ETHDHS201611,30.34591,24.15585,37.34123,30.3 [24.2-37.3],2022-05-26T14:22:30+02:00
cpmt,CIV,AFR,2006,DHSMICSGEOREGION,DHSMICSGEOREGION_CIVMICS200605,17.2274,13.10891,22.30762,17.2 [13.1-22.3],2022-05-26T14:19:04+02:00
cpmt,MRT,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,23.19703,19.96604,26.77595,23.2 [20.0-26.8],2022-05-26T12:19:21+02:00
cpmt,UGA,AFR,2016,DHSMICSGEOREGION,DHSMICSGEOREGION_UGADHS201614,43.05354,38.64335,47.57677,43.1 [38.6-47.6],2022-05-26T14:50:18+02:00
cpmt,GNB,AFR,2014,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE02,9.93181,7.86624,12.46639,9.9 [7.9-12.5],2022-05-26T12:11:19+02:00
cpmt,CIV,AFR,1998,EDUCATIONLEVEL,EDUCATIONLEVEL_SHLM,40.29683,32.80115,48.27488,40.3 [32.8-48.3],2022-05-26T11:16:32+02:00
cpmt,ZMB,AFR,1996,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,46.33868,39.55417,53.2615,46.3 [39.6-53.3],2022-05-26T12:38:13+02:00
cpmt,LSO,AFR,2018,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,64.20935,58.43197,69.60149,64.2 [58.4-69.6],2022-05-26T12:16:50+02:00
cpmt,MLI,AFR,1995,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,8.98213,6.86058,11.67747,9.0 [6.9-11.7],2022-05-26T12:18:32+02:00
cpmt,SEN,AFR,2017,DHSMICSGEOREGION,DHSMICSGEOREGION_SENDHS201702,28.04229,23.34848,33.27014,28.0 [23.3-33.3],2022-05-26T14:46:25+02:00
cpmt,STP,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_STPDHS200803,40.33798,35.54234,45.32568,40.3 [35.5-45.3],2022-05-26T14:45:26+02:00
cpmt,SEN,AFR,2018,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,42.42489,33.97479,51.34236,42.4 [34.0-51.3],2022-05-26T12:30:38+02:00
cpmt,TZA,AFR,1996,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS199604,26.03306,19.96599,33.17943,26.0 [20.0-33.2],2022-05-26T14:50:53+02:00
cpmt,LBR,AFR,2013,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,23.1929,18.57315,28.55872,23.2 [18.6-28.6],2022-05-26T11:36:39+02:00
cpmt,NGA,AFR,2003,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,6.07643,3.84096,9.48462,6.1 [3.8-9.5],2022-05-26T12:22:52+02:00
cpmt,SLE,AFR,2019,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,19.22624,16.55942,22.20822,19.2 [16.6-22.2],2022-05-26T12:31:49+02:00
cpmt,MDG,AFR,1997,AGEGROUP,AGEGROUP_YEARS20-49,20.95701,18.99377,23.0654,21.0 [19.0-23.1],2022-05-26T11:03:39+02:00
cpmt,NGA,AFR,2008,AGEGROUP,AGEGROUP_YEARS15-19,2.99555,2.202,4.0632,3.0 [2.2-4.1],2022-05-26T11:04:53+02:00
cpmt,ETH,AFR,2019,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,37.75523,29.97688,46.21968,37.8 [30.0-46.2],2022-05-26T12:08:32+02:00
cpmt,NGA,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE05,10.05875,8.44785,11.93678,10.1 [8.4-11.9],2022-05-26T12:23:27+02:00
cpmt,TCD,AFR,2004,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,10.25095,8.5339,12.26714,10.3 [8.5-12.3],2022-05-26T11:15:52+02:00
cpmt,BDI,AFR,2016,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,31.25291,29.46813,33.09506,31.3 [29.5-33.1],2022-05-26T11:15:15+02:00
cpmt,GIN,AFR,2005,DHSMICSGEOREGION,DHSMICSGEOREGION_GINDHS200501,5.29463,3.41916,8.11242,5.3 [3.4-8.1],2022-05-26T14:24:37+02:00
cpmt,GAB,AFR,2000,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,32.49112,26.97737,38.53707,32.5 [27.0-38.5],2022-05-26T12:08:37+02:00
cpmt,LSO,AFR,2004,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE08,43.24538,36.8963,49.82437,43.2 [36.9-49.8],2022-05-26T12:16:32+02:00
cpmt,COM,AFR,2012,WEALTHQUINTILE,WEALTHQUINTILE_WQ2,17.17696,13.62741,21.42178,17.2 [13.6-21.4],2022-05-26T12:49:07+02:00
cpmt,MLI,AFR,1995,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE04,2.57474,1.71656,3.84518,2.6 [1.7-3.8],2022-05-26T12:18:32+02:00
cpmt,MLI,AFR,2015,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,28.74444,25.81225,31.86665,28.7 [25.8-31.9],2022-05-26T12:19:03+02:00
cpmt,RWA,AFR,2000,DHSMICSGEOREGION,DHSMICSGEOREGION_RWADHS200012,8.36653,6.23919,11.1331,8.4 [6.2-11.1],2022-05-26T14:45:02+02:00
cpmt,UGA,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_UGADHS201102,37.33336,32.93463,41.95207,37.3 [32.9-42.0],2022-05-26T14:50:11+02:00
cpmt,COG,AFR,2014,AGEGROUP,AGEGROUP_YEARS20-49,30.13204,28.343,31.9836,30.1 [28.3-32.0],2022-05-26T11:00:47+02:00
cpmt,TGO,AFR,2010,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,17.6582,14.90928,20.79012,17.7 [14.9-20.8],2022-05-26T11:40:00+02:00
cpmt,TZA,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,50.44956,45.46157,55.42862,50.4 [45.5-55.4],2022-05-26T12:36:53+02:00
cpmt,BDI,AFR,2005,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE06,8.22166,5.80444,11.52238,8.2 [5.8-11.5],2022-05-26T12:01:05+02:00
cpmt,SLE,AFR,2005,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,2.51416,1.76012,3.57947,2.5 [1.8-3.6],2022-05-26T13:03:46+02:00
cpmt,MRT,AFR,2011,DHSMICSGEOREGION,DHSMICSGEOREGION_MRTMICS201105,7.80678,5.74224,10.53066,7.8 [5.7-10.5],2022-05-26T14:34:03+02:00
cpmt,TGO,AFR,2017,EDUCATIONLEVEL,EDUCATIONLEVEL_PRLM,28.58875,25.6133,31.76226,28.6 [25.6-31.8],2022-05-26T11:25:00+02:00
cpmt,ZWE,AFR,2010,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,61.23023,57.92486,64.43536,61.2 [57.9-64.4],2022-05-26T13:08:00+02:00
cpmt,GHA,AFR,2014,DHSMICSGEOREGION,DHSMICSGEOREGION_GHADHS201406,26.44022,21.86953,31.58007,26.4 [21.9-31.6],2022-05-26T14:24:01+02:00
cpmt,ZWE,AFR,2009,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,58.13172,55.19023,61.01651,58.1 [55.2-61.0],2022-05-26T13:07:57+02:00
cpmt,MLI,AFR,2015,WEALTHQUINTILE,WEALTHQUINTILE_WQ5,30.62032,28.24374,33.10461,30.6 [28.2-33.1],2022-05-26T12:57:35+02:00
cpmt,KEN,AFR,1998,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,47.44003,41.58865,53.36257,47.4 [41.6-53.4],2022-05-26T12:15:17+02:00
cpmt,BEN,AFR,1996,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,15.17037,12.50943,18.27908,15.2 [12.5-18.3],2022-05-26T12:46:45+02:00
cpmt,RWA,AFR,2005,RESIDENCEAREATYPE,RESIDENCEAREATYPE_URB,31.58033,27.5654,35.89028,31.6 [27.6-35.9],2022-05-26T11:39:00+02:00
cpmt,LSO,AFR,2018,DHSMICSGEOREGION,DHSMICSGEOREGION_LSOMICS201801,65.22997,62.40721,67.94963,65.2 [62.4-67.9],2022-05-26T14:32:00+02:00
cpmt,MDG,AFR,2008,DHSMICSGEOREGION,DHSMICSGEOREGION_MDGDHS200808,24.88943,18.80451,32.16339,24.9 [18.8-32.2],2022-05-26T14:32:21+02:00
cpmt,SEN,AFR,2018,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE03,21.73982,18.60664,25.23701,21.7 [18.6-25.2],2022-05-26T12:30:38+02:00
cpmt,SEN,AFR,2012,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,22.96245,18.57385,28.03101,23.0 [18.6-28.0],2022-05-26T12:30:04+02:00
cpmt,RWA,AFR,2019,EDUCATIONLEVEL,EDUCATIONLEVEL_NHLM,57.66487,53.61077,61.61833,57.7 [53.6-61.6],2022-05-26T11:23:35+02:00
cpmt,MDG,AFR,2018,DHSMICSGEOREGION,DHSMICSGEOREGION_MDGMICS201808,37.55632,30.78816,44.84822,37.6 [30.8-44.8],2022-05-26T14:32:33+02:00
cpmt,SSD,AFR,2010,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,3.57998,2.56089,4.98387,3.6 [2.6-5.0],2022-05-26T13:04:16+02:00
cpmt,CIV,AFR,2011,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,16.37152,11.99137,21.95255,16.4 [12.0-22.0],2022-05-26T12:05:15+02:00
cpmt,MRT,AFR,2007,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE07,12.65327,10.18946,15.60929,12.7 [10.2-15.6],2022-05-26T12:19:15+02:00
cpmt,TZA,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS201003,64.80568,55.89329,72.79378,64.8 [55.9-72.8],2022-05-26T14:51:35+02:00
cpmt,COG,AFR,2005,AGEGROUP,AGEGROUP_YEARS20-49,44.76307,42.3893,47.16095,44.8 [42.4-47.2],2022-05-26T11:00:45+02:00
cpmt,SLE,AFR,2017,WEALTHQUINTILE,WEALTHQUINTILE_WQ3,20.28508,18.38631,22.32629,20.3 [18.4-22.3],2022-05-26T13:03:59+02:00
cpmt,ETH,AFR,2005,WEALTHQUINTILE,WEALTHQUINTILE_WQ4,15.50629,13.00394,18.38839,15.5 [13.0-18.4],2022-05-26T12:51:34+02:00
cpmt,ZWE,AFR,2009,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE09,67.77072,63.26239,71.97092,67.8 [63.3-72.0],2022-05-26T12:39:04+02:00
cpmt,BDI,AFR,2010,DHSMICSGEOREGION,DHSMICSGEOREGION_BDIDHS201004,15.23183,12.72132,18.13484,15.2 [12.7-18.1],2022-05-26T14:14:48+02:00
cpmt,GIN,AFR,2018,RESIDENCEAREATYPE,RESIDENCEAREATYPE_RUR,8.61099,6.93644,10.64357,8.6 [6.9-10.6],2022-05-26T11:35:21+02:00
cpmt,TZA,AFR,2004,DHSMICSGEOREGION,DHSMICSGEOREGION_TZADHS200424,22.22381,18.4195,26.55807,22.2 [18.4-26.6],2022-05-26T14:51:20+02:00
cpmt,GHA,AFR,2017,DHSMICSGEOREGION,DHSMICSGEOREGION_GHAMICS201703,23.56673,20.01508,27.53167,23.6 [20.0-27.5],2022-05-26T14:24:06+02:00
cpmt,CIV,AFR,2016,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,18.62062,13.78353,24.66949,18.6 [13.8-24.7],2022-05-26T12:05:21+02:00
cpmt,ZWE,AFR,2009,DHSMICSGEOREGION,DHSMICSGEOREGION_ZWEMICS200901,64.91682,61.42201,68.25865,64.9 [61.4-68.3],2022-05-26T14:53:52+02:00
cpmt,COD,AFR,2010,WEALTHDECILE,WEALTHDECILE_WEALTHDECILE10,32.61668,27.30801,38.41202,32.6 [27.3-38.4],2022-05-26T12:05:32+02:00
cpmt,MLI,AFR,1995,WEALTHQUINTILE,WEALTHQUINTILE_WQ1,1.26573,0.81673,1.95669,1.3 [0.8-2.0],2022-05-26T12:57:19+02:00
